 STN,YYYYMMDD,   SQ,   SP,    Q,   DR,   RH,  VVN,  VVX,   NG
  260,20051009,   15,   13,  523,    0,   -1,   14,   75,    6
  260,20051010,   87,   79, 1060,    0,    0,    2,   63,    1
  260,20051011,   86,   78, 1030,    0,    0,   33,   59,    0
  260,20051012,   85,   78,  980,    0,    0,   30,   61,    0
  260,20051013,   81,   75,  976,    0,    0,   17,   60,    2
  260,20051014,   32,   30,  641,    0,    0,    9,   56,    4
  260,20051015,   93,   87,  962,    0,    0,   11,   57,    0
  260,20051016,   94,   88,  982,    0,    0,   43,   84,    0
  260,20051017,   91,   86, 1059,    0,    0,   70,   81,    0
  260,20051018,   93,   88, 1005,    0,    0,   65,   82,    1
  260,20051019,   11,   10,  239,   14,   19,   35,   70,    6
  260,20051020,   59,   57,  737,   34,   45,   30,   75,    4
  260,20051021,    3,    3,  188,   39,   65,   35,   70,    7
  260,20051022,    6,    6,  343,    0,   -1,   56,   70,    6
  260,20051023,   23,   23,  462,   15,   58,   11,   75,    6
  260,20051024,    0,    0,   75,  122,  190,   37,   61,    8
  260,20051025,   17,   17,  192,   43,   45,   58,   71,    7
  260,20051026,   66,   66,  671,    0,    0,   28,   64,    2
  260,20051027,   75,   75,  798,    0,    0,   26,   79,    0
  260,20051028,   40,   40,  526,    0,    0,   62,   75,    4
  260,20051029,   35,   36,  524,    0,   -1,   61,   68,    5
  260,20051030,   79,   81,  738,    0,   -1,   63,   79,    2
  260,20051031,   47,   48,  592,    0,   -1,   47,   72,    7
  260,20051101,   51,   53,  562,    1,    2,   48,   80,    5
  260,20051102,    0,    0,  101,   91,   62,   34,   70,    8
  260,20051103,   72,   76,  604,    0,   -1,   65,   75,    4
  260,20051104,   15,   16,  254,    2,    1,   57,   75,    6
  260,20051105,   66,   70,  519,    0,   -1,   56,   80,    3
  260,20051106,   76,   81,  608,   13,   10,   57,   80,    3
  260,20051107,   29,   31,  244,   11,    8,   45,   68,    6
  260,20051108,   46,   50,  512,    0,    0,   43,   75,    3
  260,20051109,    8,    9,  160,    0,   -1,    4,   70,    3
  260,20051110,   22,   24,  321,   29,   13,    4,   75,    5
  260,20051111,    7,    8,  201,   31,   11,   13,   75,    8
  260,20051112,    7,    8,  264,   36,   23,   33,   70,    8
  260,20051113,   70,   78,  521,    0,    0,    0,   75,    3
  260,20051114,   65,   73,  523,    0,    0,    2,   80,    2
  260,20051115,    0,    0,   90,   79,   68,   15,   65,    8
  260,20051116,   29,   33,  304,   54,  110,   56,   75,    6
  260,20051117,   23,   26,  291,   38,   43,   20,   75,    5
  260,20051118,   68,   78,  534,    2,    3,    7,   80,    1
  260,20051119,   50,   58,  445,    3,    3,   25,   75,    5
  260,20051120,    3,    3,  145,    7,    3,    5,   68,    7
  260,20051121,    4,    5,  168,    3,    1,    1,   70,    7
  260,20051122,    2,    2,  195,    0,   -1,    9,   75,    6
  260,20051123,    0,    0,   83,   39,   13,   16,   64,    8
  260,20051124,    0,    0,   47,   85,  127,   20,   70,    8
  260,20051125,    0,    0,    7,  166,  425,   18,   67,    8
  260,20051126,    0,    0,   87,   17,    9,   21,   50,    8
  260,20051127,    3,    4,  144,   38,   37,    4,   56,    8
  260,20051128,   27,   33,  310,    0,    0,    1,   70,    7
  260,20051129,   41,   50,  363,    4,    4,    1,   70,    6
  260,20051130,   32,   39,  288,    0,   -1,   41,   70,    5
  260,20051201,   65,   80,  379,    0,    0,   56,   67,    3
  260,20051202,    3,    4,  141,    9,    1,   59,   70,    5
  260,20051203,    0,    0,  102,   23,   12,   59,   75,    7
  260,20051204,    7,    9,  187,   51,   47,   40,   70,    8
  260,20051205,   22,   28,  226,   32,   53,   30,   64,    7
  260,20051206,   16,   20,  130,   10,    7,   26,   57,    8
  260,20051207,   25,   32,  222,   25,   39,   50,   75,    6
  260,20051208,   43,   54,  303,    0,    0,    9,   61,    5
  260,20051209,   26,   33,  263,    0,    0,    1,   45,    6
  260,20051210,    0,    0,  157,    0,   -1,    1,   35,    8
  260,20051211,    0,    0,   45,    0,   -1,   17,   59,    8
  260,20051212,   23,   29,  240,    0,   -1,   11,   67,    6
  260,20051213,    0,    0,  107,    0,   -1,   57,   75,    8
  260,20051214,   47,   60,  304,   26,   12,   42,   71,    7
  260,20051215,   15,   19,  166,   13,    6,   50,   69,     
  260,20051216,   16,   21,  156,   95,  136,   32,   75,     
  260,20051217,    9,   12,  145,   20,   21,   37,   79,    5
  260,20051218,   34,   44,  262,    6,   18,   50,   70,    6
  260,20051219,   32,   41,  261,   46,   21,   25,   69,    5
  260,20051220,    0,    0,   75,    0,   -1,   17,   61,    8
  260,20051221,    0,    0,  106,   41,   15,   17,   48,    8
  260,20051222,    7,    9,  173,   45,   18,   12,   58,    8
  260,20051223,    0,    0,  108,    0,   -1,   50,   64,    8
  260,20051224,   14,   18,  184,    0,    0,    3,   63,    7
  260,20051225,   63,   82,  378,    4,    1,   57,   80,    5
  260,20051226,   39,   50,  267,   20,   25,   48,   75,    5
  260,20051227,   21,   27,  215,    3,    1,   57,   75,    7
  260,20051228,   53,   68,  348,    0,    0,   38,   83,    4
  260,20051229,   50,   64,  393,    0,   -1,   32,   65,    5
  260,20051230,    7,    9,  177,   78,  111,    6,   67,    7
  260,20051231,    5,    6,   97,   31,   21,   17,   65,    8
  260,20060101,    0,    0,   81,    0,    0,   35,   60,    8
  260,20060102,   23,   29,  208,    0,   -1,   13,   75,    4
  260,20060103,   57,   73,  379,    0,   -1,   13,   65,    5
  260,20060104,    7,    9,  175,    0,   -1,   37,   59,    7
  260,20060105,    0,    0,   58,    0,    0,   50,   61,    8
  260,20060106,    0,    0,  124,    0,    0,   39,   56,    8
  260,20060107,   44,   55,  320,    0,    0,   35,   57,    7
  260,20060108,    0,    0,  102,    0,    0,   39,   57,    6
  260,20060109,   65,   81,  389,    0,    0,   24,   56,    1
  260,20060110,   10,   12,  209,    0,    0,    3,   56,    7
  260,20060111,    0,    0,   28,   72,   47,    0,   43,    8
  260,20060112,    0,    0,   93,    0,    0,    1,   59,    8
  260,20060113,   61,   75,  370,    0,    0,   33,   58,    3
  260,20060114,   69,   84,  411,    0,    0,   41,   59,    1
  260,20060115,   69,   84,  436,    0,    0,   38,   58,    0
  260,20060116,   39,   47,  338,   15,    7,   42,   58,    5
  260,20060117,    2,    2,   48,   47,   49,   39,   64,    8
  260,20060118,   22,   26,  263,    4,    1,    2,   64,    5
  260,20060119,    0,    0,   87,   31,   13,    2,   58,    8
  260,20060120,    5,    6,   74,   22,   25,   43,   72,    7
  260,20060121,   10,   12,  235,    4,    4,   58,   71,    7
  260,20060122,    0,    0,  122,    0,    0,   41,   63,    8
  260,20060123,   73,   85,  531,    0,    0,   56,   74,    1
  260,20060124,   70,   81,  467,    0,    0,   62,   75,    5
  260,20060125,   21,   24,  308,   19,    5,   23,   70,    6
  260,20060126,    0,    0,  156,    0,   -1,   63,   75,    8
  260,20060127,    8,    9,  127,    0,   -1,   47,   75,    5
  260,20060128,   77,   87,  582,    0,    0,   50,   59,    0
  260,20060129,   79,   89,  628,    0,    0,   50,   79,    2
  260,20060130,   27,   30,  320,    0,    0,   57,   68,    8
  260,20060131,   50,   55,  513,    0,    0,    3,   66,    5
  260,20060201,   12,   13,  305,    0,   -1,    2,   22,    8
  260,20060202,    0,    0,   80,    0,   -1,    3,   32,    8
  260,20060203,    0,    0,  125,    0,    0,   18,   62,    8
  260,20060204,   12,   13,  253,    0,   -1,   32,   68,    8
  260,20060205,    0,    0,   79,   17,   11,    6,   57,    8
  260,20060206,    0,    0,  120,   16,    3,    2,   56,    8
  260,20060207,    0,    0,  177,   16,    3,   24,   66,    8
  260,20060208,   35,   37,  398,   64,  134,   44,   70,    7
  260,20060209,   54,   57,  533,   12,   12,   56,   75,    6
  260,20060210,    0,    0,  117,    8,    4,   57,   75,    8
  260,20060211,    3,    3,  267,    0,   -1,   31,   67,    8
  260,20060212,    2,    2,  146,   99,   50,   17,   60,    8
  260,20060213,    0,    0,  297,    0,    0,   26,   60,    8
  260,20060214,   15,   15,  344,   14,    4,    3,   62,    8
  260,20060215,   18,   18,  251,   70,  139,   29,   65,    8
  260,20060216,   19,   19,  326,   41,   46,   38,   70,    8
  260,20060217,    0,    0,  114,   53,   53,   50,   70,    8
  260,20060218,    9,    9,  422,    7,    3,    1,   70,    7
  260,20060219,   39,   38,  557,    0,   -1,    1,   64,    7
  260,20060220,    0,    0,  173,    0,    0,   33,   64,    8
  260,20060221,    0,    0,  196,   58,   14,   50,   65,    8
  260,20060222,    0,    0,  126,    0,    0,   57,   71,    8
  260,20060223,   29,   28,  654,    0,    0,   58,   66,    7
  260,20060224,   82,   78,  952,    0,    0,   58,   72,    1
  260,20060225,   93,   88, 1091,    0,    0,   59,   67,    2
  260,20060226,   60,   56,  813,    0,    0,   62,   83,    6
  260,20060227,   24,   22,  452,   63,   40,   50,   81,    8
  260,20060228,   31,   29,  536,   93,   72,   13,   75,    7
  260,20060301,   29,   27,  593,   58,   53,   10,   77,    7
  260,20060302,   80,   73, 1003,   22,   33,    7,   75,    5
  260,20060303,   31,   28,  646,   17,   15,    0,   60,    5
  260,20060304,   72,   65,  958,   12,   14,    9,   80,    4
  260,20060305,   68,   61,  952,   17,   21,   25,   75,    4
  260,20060306,   71,   64, 1103,   34,   55,   18,   79,    6
  260,20060307,   56,   50,  919,    0,    0,   42,   80,    6
  260,20060308,    0,    0,  131,  137,  190,   15,   63,    8
  260,20060309,    0,    0,  309,   59,   59,    2,   62,    8
  260,20060310,    4,    3,  341,   64,   67,   31,   63,    8
  260,20060311,   28,   24,  507,    3,    2,   14,   77,    6
  260,20060312,   96,   83, 1383,    0,    0,   56,   80,    2
  260,20060313,  105,   90, 1449,    0,    0,   58,   79,    1
  260,20060314,   67,   57, 1132,    0,    0,   58,   72,    6
  260,20060315,  106,   90, 1440,    0,    0,   50,   75,    3
  260,20060316,    0,    0,  268,    0,   -1,   45,   67,    8
  260,20060317,    1,    1,  409,    0,    0,   35,   61,    7
  260,20060318,   69,   58, 1287,    0,    0,   15,   62,    3
  260,20060319,    3,    2,  563,    0,    0,    7,   70,    8
  260,20060320,   56,   46, 1118,    0,    0,   61,   75,    6
  260,20060321,   56,   46, 1247,    0,    0,   65,   83,    6
  260,20060322,   74,   60, 1196,    0,    0,   31,   83,    4
  260,20060323,  111,   90, 1722,    0,    0,   70,   80,    0
  260,20060324,    4,    3,  593,   22,   15,   22,   80,    8
  260,20060325,   28,   22,  885,   43,   86,   15,   71,    7
  260,20060326,   46,   37, 1064,  102,  193,   14,   74,    8
  260,20060327,   39,   31,  748,    8,   62,   29,   75,    6
  260,20060328,   76,   60, 1253,    3,    1,   57,   77,    5
  260,20060329,   54,   42, 1309,   53,   48,   44,   76,    6
  260,20060330,   16,   13,  808,   68,  113,   50,   69,    8
  260,20060331,   34,   26,  886,   25,   16,   56,   65,    6
  260,20060401,   66,   51, 1251,    2,    1,   62,   80,    5
  260,20060402,   53,   41, 1044,   54,   53,   56,   80,    7
  260,20060403,   33,   25, 1122,   30,   22,   50,   80,    7
  260,20060404,   93,   71, 1411,   10,   10,   57,   80,    5
  260,20060405,   88,   67, 1666,    0,    0,   57,   83,    3
  260,20060406,   71,   54, 1355,    0,   -1,   57,   83,    5
  260,20060407,   43,   32, 1353,   11,    7,   56,   80,    7
  260,20060408,   48,   36, 1070,   14,   40,   63,   83,    5
  260,20060409,  117,   87, 1990,    0,    0,   57,   82,    3
  260,20060410,   89,   66, 1704,    0,   -1,   56,   83,    4
  260,20060411,   34,   25, 1105,   56,   24,   50,   80,    6
  260,20060412,   45,   33, 1152,   24,   17,   32,   75,    7
  260,20060413,    8,    6,  730,   45,   79,   30,   68,    8
  260,20060414,   59,   43, 1470,    0,    0,   50,   78,    5
  260,20060415,    6,    4,  899,   44,   39,   13,   67,    7
  260,20060416,   45,   32, 1545,   50,   49,   12,   62,    7
  260,20060417,   79,   56, 1883,   18,   10,   25,   82,    6
  260,20060418,   39,   28, 1098,    2,    1,   56,   74,    6
  260,20060419,   13,    9, 1031,    0,    0,   29,   75,    8
  260,20060420,   23,   16, 1326,    0,    0,   58,   80,    7
  260,20060421,   32,   22, 1359,    0,   -1,   40,   67,    7
  260,20060422,    0,    0,  411,    0,   -1,    2,   75,    7
  260,20060423,   23,   16, 1240,   28,    7,    3,   61,    7
  260,20060424,   73,   51, 1747,    0,   -1,    9,   61,    4
  260,20060425,   80,   55, 1935,    0,    0,   33,   61,    4
  260,20060426,   45,   31, 1120,   13,   19,   14,   73,    6
  260,20060427,   92,   63, 1979,    0,    0,    2,   80,    4
  260,20060428,   62,   42, 1657,    0,   -1,   13,   81,    5
  260,20060429,   73,   49, 1545,    5,    5,   65,   80,    5
  260,20060430,   78,   53, 1606,   11,   15,   56,   82,    6
  260,20060501,   24,   16,  773,   80,   37,   41,   64,    7
  260,20060502,   99,   66, 2039,    0,    0,   10,   81,    2
  260,20060503,   84,   56, 2049,    0,    0,   48,   75,    4
  260,20060504,   97,   64, 2078,    0,    0,   32,   82,    4
  260,20060505,   85,   56, 2101,    0,    0,   29,   80,    4
  260,20060506,  110,   73, 2198,    0,    0,   11,   79,    2
  260,20060507,   56,   37, 1850,    0,    0,   60,   77,    4
  260,20060508,   89,   58, 2043,    0,    0,   62,   80,    4
  260,20060509,  122,   80, 2223,    0,    0,   64,   80,    3
  260,20060510,  142,   92, 2528,    0,    0,   68,   82,    0
  260,20060511,  136,   88, 2510,    0,    0,   65,   81,    1
  260,20060512,  120,   77, 2349,    0,    0,   57,   77,    1
  260,20060513,   90,   58, 2087,    0,    0,   31,   75,    4
  260,20060514,  100,   64, 2224,    0,    0,   49,   83,    5
  260,20060515,   19,   12, 1494,   11,    4,   57,   80,    7
  260,20060516,   25,   16, 1157,    4,    2,   50,   70,    8
  260,20060517,   48,   30, 1733,   42,   17,   20,   64,    6
  260,20060518,   49,   31, 1369,   34,  102,   50,   81,    7
  260,20060519,   13,    8,  616,   61,   76,   50,   70,    8
  260,20060520,   22,   14,  966,   73,  106,   50,   80,    8
  260,20060521,   17,   11, 1042,   64,   58,   40,   80,    8
  260,20060522,   55,   34, 1463,   17,   54,   57,   78,    7
  260,20060523,   57,   36, 1468,   80,   38,   41,   82,    5
  260,20060524,   50,   31, 1359,   37,   89,   58,   77,    7
  260,20060525,   23,   14,  890,   39,   38,   36,   80,    7
  260,20060526,    3,    2,  452,   94,  154,   27,   65,    8
  260,20060527,    0,    0,  424,   62,   45,   21,   65,    8
  260,20060528,   69,   42, 1791,    8,   25,   65,   80,    7
  260,20060529,   65,   40, 2041,   16,   30,   58,   80,    7
  260,20060530,   92,   56, 1991,   12,   24,   57,   80,    5
  260,20060531,    2,    1,  855,    5,    3,   61,   78,    8
  260,20060601,   30,   18, 1386,   10,    4,   62,   81,    8
  260,20060602,  118,   72, 2586,    0,    0,   62,   81,    6
  260,20060603,   52,   32, 1695,    0,    0,   50,   75,    6
  260,20060604,   79,   48, 2265,    0,   -1,   70,   83,    5
  260,20060605,   58,   35, 2061,    0,   -1,   65,   82,    6
  260,20060606,   91,   55, 2483,    0,    0,   29,   80,    4
  260,20060607,  111,   67, 2323,    0,    0,   10,   67,    2
  260,20060608,  145,   87, 2866,    0,    0,    9,   83,    0
  260,20060609,  147,   88, 2709,    0,    0,   34,   75,    0
  260,20060610,  143,   86, 2839,    0,    0,   58,   83,    0
  260,20060611,  153,   92, 2939,    0,    0,   70,   83,    0
  260,20060612,  152,   91, 2978,    0,    0,   70,   83,    0
  260,20060613,  142,   85, 2668,    0,    0,   50,   80,    1
  260,20060614,    3,    2,  825,   82,   48,   56,   66,    8
  260,20060615,    0,    0,  391,    9,    2,   24,   68,    8
  260,20060616,   72,   43, 2356,    0,   -1,   63,   83,    7
  260,20060617,  146,   87, 2901,    0,    0,   62,   82,    2
  260,20060618,   79,   47, 2274,    0,    0,   56,   82,    2
  260,20060619,   73,   44, 1988,    6,    6,   24,   80,    4
  260,20060620,   73,   44, 1900,    0,    0,   64,   81,    6
  260,20060621,   22,   13,  646,   22,   12,   50,   79,    7
  260,20060622,   26,   16, 1127,    1,    1,   60,   81,    7
  260,20060623,   48,   29, 1412,    0,    0,   58,   82,    5
  260,20060624,   78,   47, 2397,    0,   -1,   17,   81,    4
  260,20060625,    9,    5,  753,   29,  105,    8,   72,    6
  260,20060626,    1,    1,  449,    7,    2,   15,   70,    8
  260,20060627,   26,   16, 1351,    0,   -1,   56,   83,    7
  260,20060628,  114,   68, 2489,    0,    0,    1,   83,    3
  260,20060629,  139,   83, 2802,    0,    0,   69,   82,    1
  260,20060630,  126,   75, 2481,    0,    0,   59,   79,    1
  260,20060701,  137,   82, 2799,    0,    0,   21,   83,    0
  260,20060702,  145,   87, 2723,    0,    0,   70,   83,    0
  260,20060703,  152,   91, 2913,    0,    0,   75,   83,    0
  260,20060704,  130,   78, 2678,    0,    0,   65,   82,    1
  260,20060705,   64,   39, 1767,    3,    2,   56,   82,    5
  260,20060706,   85,   51, 2297,   19,    5,   25,   80,    5
  260,20060707,   33,   20, 1311,    2,    1,   38,   78,    7
  260,20060708,   71,   43, 1716,    0,   -1,   57,   83,    6
