 STN,YYYYMMDD,   SQ,   SP,    Q,   DR,   RH,  VVN,  VVX,   NG
  260,20040724,   92,   58, 2134,    0,    0,    1,   77,    3
  260,20040725,    1,    1,  797,   36,   14,   31,   75,    7
  260,20040726,  110,   69, 2358,   20,   53,    3,   81,    4
  260,20040727,   97,   61, 2008,    0,    0,    2,   81,    2
  260,20040728,   62,   39, 1533,    0,    0,    1,   80,    2
  260,20040729,  128,   82, 2522,    0,    0,   62,   81,    0
  260,20040730,  108,   69, 2267,    0,    0,    5,   81,    2
  260,20040731,   69,   44, 1808,    0,    0,    1,   80,    4
  260,20040801,   80,   52, 1842,    0,    0,    2,   71,    4
  260,20040802,  107,   69, 2175,    0,    0,    8,   80,    1
  260,20040803,  116,   75, 2414,    0,    0,   56,   81,    2
  260,20040804,   89,   58, 2099,    0,    0,   59,   78,    2
  260,20040805,   71,   46, 1844,    0,   -1,   40,   80,    3
  260,20040806,   82,   54, 2053,    0,    0,   35,   75,    4
  260,20040807,   40,   26, 1472,    0,   -1,   11,   72,    5
  260,20040808,  126,   83, 2317,    0,    0,    1,   81,    2
  260,20040809,  108,   72, 2284,    0,    0,   71,   80,    0
  260,20040810,   32,   21, 1067,   44,  211,   33,   80,    4
  260,20040811,   78,   52, 1832,   10,   36,   10,   80,    4
  260,20040812,   13,    9,  754,   25,   31,   44,   69,    7
  260,20040813,    5,    3,  620,  166,  287,   29,   65,    8
  260,20040814,   94,   64, 1758,    3,    1,   12,   80,    4
  260,20040815,   66,   45, 1804,   11,   26,    8,   80,    6
  260,20040816,   24,   16,  814,   51,  163,    9,   75,    6
  260,20040817,   88,   60, 1889,    0,   -1,    2,   81,    5
  260,20040818,   46,   32, 1538,    5,    9,   50,   82,    6
  260,20040819,   65,   45, 1342,    0,   -1,   65,   80,    3
  260,20040820,   16,   11,  916,   18,   31,   56,   75,    6
  260,20040821,   52,   36, 1103,   20,   15,   46,   75,    4
  260,20040822,   70,   49, 1650,    0,    0,   59,   82,    5
  260,20040823,   58,   41, 1343,   13,    4,   56,   80,    5
  260,20040824,   35,   25, 1156,   47,  106,   25,   77,    7
  260,20040825,   52,   37, 1281,   44,   71,   45,   81,    6
  260,20040826,   58,   41, 1339,   10,    8,   50,   75,    6
  260,20040827,    0,    0,  269,   93,   85,    5,   58,    8
  260,20040828,   95,   68, 1721,    0,    0,    1,   83,    5
  260,20040829,   39,   28, 1116,    1,    2,   50,   79,    7
  260,20040830,   61,   44, 1159,   52,  102,   59,   75,    5
  260,20040831,   46,   34, 1237,   52,   84,   32,   75,    6
  260,20040901,   63,   46, 1419,    0,    0,    2,   80,    4
  260,20040902,  113,   83, 1890,    0,    0,    3,   81,    0
  260,20040903,   94,   69, 1690,    0,    0,   10,   71,    1
  260,20040904,  101,   75, 1700,    0,    0,    5,   75,    1
  260,20040905,   83,   62, 1594,    0,    0,    1,   70,    1
  260,20040906,   97,   73, 1836,    0,    0,    1,   81,    0
  260,20040907,  108,   81, 1761,    0,    0,   58,   80,    2
  260,20040908,  108,   82, 1818,    0,    0,   15,   73,    0
  260,20040909,  121,   92, 1850,    0,    0,   59,   83,    0
  260,20040910,  100,   77, 1644,    3,    4,   11,   82,    2
  260,20040911,   44,   34,  998,    7,    4,   11,   76,    6
  260,20040912,   85,   66, 1371,    2,    2,   66,   80,    6
  260,20040913,   18,   14,  619,   30,   32,   61,   80,    6
  260,20040914,   82,   64, 1288,   12,   13,   57,   81,    4
  260,20040915,   44,   35,  800,   33,   40,   56,   80,    4
  260,20040916,   78,   62, 1326,    0,    0,   14,   77,    2
  260,20040917,   79,   63, 1420,    0,   -1,   62,   81,    4
  260,20040918,   20,   16,  773,    8,    6,   59,   81,    8
  260,20040919,   97,   78, 1474,    0,   -1,   36,   80,    3
  260,20040920,    0,    0,  202,   19,   18,   61,   75,    8
  260,20040921,   60,   49, 1013,   23,   31,   62,   75,    7
  260,20040922,    0,    0,  302,  157,  226,   32,   70,    8
  260,20040923,   21,   17,  605,   83,   64,   34,   75,    6
  260,20040924,   43,   35,  912,   74,   69,   56,   71,    7
  260,20040925,   14,   12,  677,   55,   32,    2,   80,    7
  260,20040926,   42,   35,  984,    0,    0,    3,   80,    7
  260,20040927,   49,   41,  897,    9,    6,   29,   80,    7
  260,20040928,    2,    2,  373,   30,   68,   31,   65,    8
  260,20040929,   48,   41,  859,    7,    4,   58,   80,    6
  260,20040930,   25,   21,  600,    8,    3,   34,   75,    7
  260,20041001,   11,    9,  407,    5,    4,   24,   56,    8
  260,20041002,   64,   55,  981,    0,   -1,   21,   72,    5
  260,20041003,   20,   17,  667,    1,    1,   56,   65,    7
  260,20041004,    9,    8,  509,   33,   29,   29,   75,    7
  260,20041005,    4,    4,  477,    0,   -1,   19,   75,    7
  260,20041006,   70,   62,  922,   13,   65,   57,   80,    4
  260,20041007,   60,   53,  767,    4,    1,   61,   81,    4
  260,20041008,   31,   28,  658,    9,    5,    6,   75,    5
  260,20041009,   94,   84, 1135,    0,    0,    4,   80,    1
  260,20041010,   97,   88, 1195,    0,    0,   41,   83,    0
  260,20041011,   98,   89, 1192,    0,    0,   70,   83,    0
  260,20041012,   71,   65, 1006,    0,    0,   68,   80,    3
  260,20041013,   50,   46,  763,    0,    0,   56,   72,    4
  260,20041014,   10,    9,  456,    0,   -1,   56,   80,    7
  260,20041015,   62,   58,  795,   36,   88,   24,   82,    6
  260,20041016,    0,    0,  210,    9,    2,   33,   70,    8
  260,20041017,    4,    4,  270,    0,   -1,   48,   65,    8
  260,20041018,   31,   29,  544,    7,   27,   22,   74,    5
  260,20041019,   69,   66,  898,    0,    0,    2,   80,    2
  260,20041020,    9,    9,  153,   53,   78,   27,   67,    7
  260,20041021,   87,   84,  895,   17,   48,   61,   81,    4
  260,20041022,   72,   70,  802,    0,    0,   65,   80,    3
  260,20041023,    0,    0,  103,   71,   90,   50,   75,    8
  260,20041024,    0,    0,  216,   21,   12,   60,   75,    8
  260,20041025,   30,   30,  434,    2,    7,   64,   75,    5
  260,20041026,   48,   48,  560,    0,    0,    9,   80,    3
  260,20041027,   53,   53,  650,    0,    0,   12,   66,    6
  260,20041028,   21,   21,  291,   47,   20,   29,   67,    6
  260,20041029,   49,   50,  634,    0,   -1,   34,   74,    4
  260,20041030,   63,   64,  660,    2,    2,    1,   62,    6
  260,20041031,    0,    0,  225,    0,    0,   20,   75,    7
  260,20041101,    5,    5,  268,    0,    0,   60,   75,    8
  260,20041102,    0,    0,  193,   23,   15,   28,   62,    8
  260,20041103,    2,    2,  217,   37,   27,    1,   44,    8
  260,20041104,   14,   15,  357,    6,    8,   16,   65,    5
  260,20041105,   34,   36,  429,    5,    4,   57,   73,    4
  260,20041106,   14,   15,  296,    6,    4,   50,   72,    7
  260,20041107,   41,   44,  449,    0,    0,   62,   81,    7
  260,20041108,    5,    5,  219,    0,   -1,   45,   68,    7
  260,20041109,   80,   87,  619,    0,    0,   32,   62,    2
  260,20041110,    0,    0,  149,   83,   55,   31,   65,    8
  260,20041111,   16,   18,  338,    0,    0,   10,   62,    5
  260,20041112,   22,   24,  238,   31,   35,   11,   75,    4
  260,20041113,   60,   67,  453,   22,   27,    9,   75,    4
  260,20041114,   60,   67,  519,    0,    0,   15,   80,    4
  260,20041115,    0,    0,   46,    0,   -1,   57,   65,    8
  260,20041116,    0,    0,  104,   12,    8,   18,   64,    8
  260,20041117,    0,    0,  102,   91,   86,   21,   65,    8
  260,20041118,    0,    0,   64,  165,  265,   22,   71,    8
  260,20041119,   30,   35,  261,   46,   58,   59,   75,    6
  260,20041120,   30,   35,  283,   29,   45,   57,   70,    5
  260,20041121,   11,   13,  278,   45,   21,    9,   65,    6
  260,20041122,    0,    0,  130,   22,    8,   30,   70,    8
  260,20041123,   43,   51,  380,    3,    3,   46,   79,    3
  260,20041124,   69,   82,  425,    0,    0,    1,   65,    0
  260,20041125,    0,    0,  190,    0,   -1,    1,   29,    6
  260,20041126,    0,    0,   95,   35,   38,    3,   57,    8
  260,20041127,    0,    0,  149,    0,   -1,   35,   75,    8
  260,20041128,    0,    0,   78,   75,   50,   16,   58,    8
  260,20041129,    0,    0,   99,    0,    0,    1,   49,    8
  260,20041130,   10,   12,  185,    0,    0,    4,   56,    7
  260,20041201,    0,    0,   17,    0,   -1,   18,   58,    8
  260,20041202,   56,   69,  340,    0,    0,    1,   64,    3
  260,20041203,    8,   10,  170,    0,   -1,    0,   12,    8
  260,20041204,    0,    0,  116,   18,    4,    0,   33,    8
  260,20041205,    2,    3,  101,    0,   -1,    1,   57,    7
  260,20041206,    3,    4,  135,    0,    0,    1,   45,    8
  260,20041207,   10,   13,   91,    0,    0,   16,   33,    8
  260,20041208,    7,    9,  177,    0,    0,    1,   61,    6
  260,20041209,    4,    5,  143,    0,    0,    5,   31,    4
  260,20041210,    0,    0,   47,    0,    0,    2,   29,    7
  260,20041211,    0,    0,   80,    0,    0,   14,   50,    8
  260,20041212,    0,    0,   63,    0,    0,   21,   58,    8
  260,20041213,    0,    0,   49,    0,    0,   18,   50,    8
  260,20041214,    0,    0,   44,    0,    0,    6,   45,    7
  260,20041215,    5,    6,  118,    0,   -1,   14,   61,    6
  260,20041216,    0,    0,   57,   44,   41,   15,   60,    6
  260,20041217,    8,   10,   91,   89,   96,   32,   75,    7
  260,20041218,   13,   17,  158,    8,   14,   56,   75,    6
  260,20041219,   62,   80,  338,    0,    0,   56,   80,    2
  260,20041220,   66,   85,  377,    0,    0,   57,   74,    1
  260,20041221,   30,   39,  228,    0,    0,    4,   60,    4
  260,20041222,    0,    0,   17,   70,   25,    3,   50,    8
  260,20041223,   11,   14,  147,   13,    4,   22,   70,    8
  260,20041224,   44,   57,  266,   54,  103,   56,   66,    6
  260,20041225,   36,   47,  257,   22,   32,   48,   75,    4
  260,20041226,   55,   71,  355,    0,    0,    1,   67,    3
  260,20041227,   66,   85,  389,    0,    0,    2,   75,    3
  260,20041228,    5,    6,   74,   70,   83,   14,   67,    7
  260,20041229,   45,   58,  301,   14,   27,   28,   70,    6
  260,20041230,    0,    0,   35,   20,    5,   12,   65,    7
  260,20041231,    0,    0,   49,   64,   29,   15,   64,    8
  260,20050101,   12,   15,  167,   24,   13,    3,   76,    7
  260,20050102,   11,   14,  160,    0,   -1,   66,   80,    6
  260,20050103,    6,    8,  147,    0,    0,   62,   70,    6
  260,20050104,    0,    0,   51,   39,   16,   42,   75,    8
  260,20050105,    0,    0,  149,   25,   32,   50,   63,    7
  260,20050106,   51,   64,  335,    4,    3,   58,   63,    4
  260,20050107,    0,    0,   91,    0,   -1,   60,   75,    8
  260,20050108,   18,   23,  208,    0,   -1,   59,   75,    5
  260,20050109,   27,   34,  280,   11,    3,   58,   66,    4
  260,20050110,   32,   40,  266,   47,   19,   24,   80,    6
  260,20050111,   31,   38,  265,   20,    7,   44,   65,    7
  260,20050112,   45,   55,  341,   10,    3,   57,   75,    4
  260,20050113,   15,   18,  222,    0,    0,   61,   69,    4
  260,20050114,   67,   82,  427,    2,    1,   27,   65,    2
  260,20050115,   65,   79,  471,    0,    0,    3,   62,    3
  260,20050116,   70,   85,  437,    0,    0,   50,   60,    2
  260,20050117,    0,    0,  132,   74,   78,   33,   62,    8
  260,20050118,    8,   10,  151,   65,  105,   50,   75,    7
  260,20050119,   58,   69,  461,    6,    4,   30,   75,    6
  260,20050120,    0,    0,  118,   53,  116,   48,   71,    8
  260,20050121,   20,   24,  290,   15,    8,   62,   73,    6
  260,20050122,   45,   53,  392,   11,    9,   15,   69,    5
  260,20050123,   45,   52,  412,   22,   20,   35,   79,    4
  260,20050124,   56,   65,  463,   27,   10,   38,   80,    4
  260,20050125,   45,   52,  449,   11,    4,   57,   81,    4
  260,20050126,   73,   83,  539,    0,    0,   65,   75,    4
  260,20050127,    0,    0,  176,   24,   14,    7,   67,    8
  260,20050128,    2,    2,  133,    0,   -1,    2,   56,    8
  260,20050129,   20,   22,  296,    6,    2,   19,   56,    7
  260,20050130,    3,    3,  204,   38,   11,   33,   65,    8
  260,20050131,    0,    0,  133,   80,   56,   20,   65,    7
  260,20050201,   17,   19,  315,   14,    4,   57,   75,    6
  260,20050202,   25,   27,  301,   63,   37,   26,   69,    8
  260,20050203,   24,   26,  387,   10,    4,   28,   75,    8
  260,20050204,   27,   29,  406,    0,    0,   25,   59,    6
  260,20050205,   75,   81,  607,    0,    0,   58,   71,    4
  260,20050206,   73,   78,  684,    0,    0,   30,   65,    3
  260,20050207,   82,   87,  713,    0,    0,   34,   61,    0
  260,20050208,   83,   87,  687,    0,    0,   21,   40,    0
  260,20050209,   21,   22,  438,    6,    2,    1,   58,    7
  260,20050210,    0,    0,   44,  149,  196,   26,   61,    8
  260,20050211,   22,   23,  413,   40,   23,   10,   64,    8
  260,20050212,    2,    2,  128,  142,  246,   17,   70,    8
  260,20050213,   23,   23,  356,   88,  104,   46,   75,    7
  260,20050214,   34,   34,  395,   20,   22,   60,   72,    6
  260,20050215,    9,    9,  248,    0,   -1,   60,   72,    8
  260,20050216,   53,   53,  677,    0,    0,   64,   80,    5
  260,20050217,    5,    5,  413,    0,    0,   59,   79,    8
  260,20050218,    0,    0,  172,   27,   30,    6,   58,    7
  260,20050219,   47,   46,  574,   41,   43,    5,   74,    6
  260,20050220,   61,   60,  680,    2,    2,   40,   75,    7
  260,20050221,   26,   25,  506,   12,    7,   10,   72,    7
  260,20050222,   24,   23,  446,    4,    2,   37,   80,    6
  260,20050223,    1,    1,  258,   13,    3,   29,   62,    8
  260,20050224,   33,   31,  531,    8,    4,   18,   60,    5
  260,20050225,   34,   32,  671,    0,    0,   12,   59,    7
  260,20050226,    2,    2,  240,    9,    2,   16,   74,    8
  260,20050227,   76,   71,  968,    0,   -1,   70,   83,    3
  260,20050228,   99,   92, 1168,    0,    0,   65,   83,    2
  260,20050301,    0,    0,  314,   60,   20,    7,   77,    8
  260,20050302,    0,    0,  276,  120,   61,   10,   63,    8
  260,20050303,    1,    1,  413,    0,   -1,   22,   63,    6
  260,20050304,   36,   33,  670,   31,    8,    0,   62,    6
  260,20050305,   15,   14,  474,   29,   13,    9,   60,    5
  260,20050306,   58,   52,  998,   26,   17,   38,   82,    5
  260,20050307,   15,   13,  610,   33,   18,   50,   75,    8
  260,20050308,   29,   26,  653,   26,   11,   57,   70,    8
  260,20050309,   30,   26,  539,    6,    3,   56,   74,    7
  260,20050310,   52,   45,  745,    0,    0,    8,   70,    5
  260,20050311,    0,    0,  161,   43,   43,   36,   70,    8
  260,20050312,   28,   24,  559,   42,   38,   58,   70,    7
  260,20050313,   31,   27,  863,    0,   -1,   63,   83,    7
  260,20050314,    0,    0,  500,    5,    1,   41,   72,    7
  260,20050315,   49,   42, 1070,    0,    0,   58,   74,    6
  260,20050316,   67,   57, 1109,   18,   10,   56,   71,    4
  260,20050317,    6,    5,  495,    0,   -1,   31,   69,    8
  260,20050318,    3,    3,  386,    0,   -1,    9,   59,    8
  260,20050319,    0,    0,  334,    4,    1,   11,   70,    8
  260,20050320,   85,   70, 1259,    0,    0,   17,   80,    6
  260,20050321,  110,   90, 1525,    0,    0,   60,   79,    3
  260,20050322,   15,   12,  904,   15,   17,   25,   77,    8
  260,20050323,  109,   88, 1511,    0,    0,   43,   67,    2
  260,20050324,   65,   52, 1156,   50,  109,   21,   61,    5
  260,20050325,   32,   26,  826,   12,    2,    7,   56,    8
  260,20050326,   36,   29,  999,    3,    5,    2,   61,    7
  260,20050327,    9,    7,  747,   20,  106,   18,   61,    6
  260,20050328,    1,    1,  359,    0,   -1,    9,   32,    8
  260,20050329,    8,    6,  709,    0,    0,   10,   56,    8
  260,20050330,   20,   16,  941,    2,    1,   27,   60,    8
  260,20050331,   80,   62, 1541,   22,   14,   56,   66,    4
  260,20050401,  105,   81, 1734,    0,    0,   60,   68,    0
  260,20050402,  120,   92, 1930,    0,    0,   61,   74,    1
  260,20050403,   98,   75, 1652,    0,    0,   56,   69,    3
  260,20050404,   69,   53, 1300,   29,   30,   34,   69,    4
  260,20050405,   93,   70, 1648,    4,    2,   50,   83,    4
  260,20050406,   15,   11,  864,   44,   15,   57,   76,    7
  260,20050407,   72,   54, 1329,    4,    3,   60,   81,    5
  260,20050408,   27,   20, 1004,   74,   73,   57,   82,    7
  260,20050409,   43,   32, 1019,   61,   49,   58,   80,    6
  260,20050410,   49,   36,  989,   31,   14,   32,   69,    6
  260,20050411,  121,   89, 2075,    0,    0,   60,   83,    2
  260,20050412,   89,   65, 1662,    0,    0,   49,   83,    4
  260,20050413,    1,    1,  438,  111,   82,   31,   70,    8
  260,20050414,   25,   18,  945,   64,   23,   30,   81,    8
  260,20050415,   34,   25, 1229,    0,   -1,   24,   81,    7
  260,20050416,    0,    0,  320,   81,   46,   13,   64,    8
  260,20050417,   74,   53, 1714,    0,    0,    1,   58,    5
  260,20050418,   29,   21, 1098,    8,   14,   15,   70,    6
  260,20050419,    3,    2,  685,  102,   83,   27,   68,    8
  260,20050420,   46,   32, 1161,   69,   26,   24,   83,    5
  260,20050421,  132,   93, 2331,    0,    0,   50,   83,    0
  260,20050422,  132,   92, 2257,    0,    0,   42,   72,    0
  260,20050423,  129,   90, 2276,    0,    0,   56,   72,    0
  260,20050424,   93,   64, 1805,    0,    0,   37,   80,    2
  260,20050425,   72,   50, 1787,    0,    0,   59,   77,    4
  260,20050426,    8,    5,  817,   23,   53,   20,   63,    7
  260,20050427,   93,   64, 1880,   35,   29,   32,   80,    5
  260,20050428,   36,   25, 1514,    3,    3,   50,   82,    6
  260,20050429,   30,   20, 1393,   54,   84,   21,   80,    7
  260,20050430,   10,    7,  881,    0,    0,    3,   65,    6
  260,20050501,   86,   58, 2115,    0,   -1,    9,   81,    4
  260,20050502,   16,   11,  744,   28,   30,    1,   63,    7
  260,20050503,   41,   27,  944,   18,   18,    1,   80,    7
  260,20050504,    1,    1,  548,    2,    2,   43,   65,    8
  260,20050505,   44,   29, 1633,   31,   45,   31,   81,    7
  260,20050506,   85,   56, 1766,    7,    2,   47,   82,    6
  260,20050507,   39,   26,  994,   57,   70,   58,   80,    6
  260,20050508,   92,   60, 1794,   18,   20,   50,   81,    5
  260,20050509,   84,   55, 1744,   13,   31,   64,   80,    5
  260,20050510,   63,   41, 1685,    5,    3,   64,   81,    5
  260,20050511,   90,   58, 1967,    3,    1,   61,   81,    4
  260,20050512,  124,   80, 2316,    0,    0,   34,   83,    2
  260,20050513,  107,   69, 2396,    0,    0,   64,   80,    4
  260,20050514,  132,   85, 2564,    0,    0,   59,   80,    1
  260,20050515,   58,   37, 1337,   50,   46,   14,   78,    5
  260,20050516,    1,    1, 1069,   28,   10,    1,   80,    7
  260,20050517,   33,   21, 1186,   14,   14,   58,   83,    6
  260,20050518,  101,   64, 2154,    0,    0,   14,   80,    3
  260,20050519,   33,   21, 1796,   33,   36,   32,   80,    7
  260,20050520,   25,   16, 1474,   29,   22,   21,   81,    8
  260,20050521,   95,   60, 2161,   21,   35,   29,   82,    6
  260,20050522,   98,   61, 2397,    5,   19,   33,   82,    4
  260,20050523,  100,   62, 2080,    0,    0,   57,   80,    3
  260,20050524,   17,   11, 1113,    0,   -1,   59,   82,    7
  260,20050525,   76,   47, 2246,    0,    0,   50,   76,    5
  260,20050526,   92,   57, 2367,    0,    0,   56,   81,    5
  260,20050527,  140,   86, 2671,    0,    0,   65,   81,    1
  260,20050528,  136,   84, 2601,    0,    0,   65,   80,    1
  260,20050529,   62,   38, 1703,   35,   81,   50,   81,    5
  260,20050530,   25,   15,  707,   60,   55,   17,   75,    7
  260,20050531,  114,   70, 2352,    1,    2,    2,   81,    3
  260,20050601,  110,   67, 2471,    0,   -1,   27,   82,    4
  260,20050602,   15,    9,  723,   26,   10,   16,   67,    7
  260,20050603,   46,   28, 1641,   28,   77,   39,   80,    6
  260,20050604,   39,   24, 1357,   30,   56,   36,   80,    7
  260,20050605,   19,   12, 1292,   13,   11,   50,   74,    8
  260,20050606,   22,   13, 1367,    0,   -1,   48,   83,    7
  260,20050607,   32,   19, 1604,    0,   -1,   69,   80,    7
  260,20050608,  137,   83, 2658,    0,    0,   57,   83,    2
  260,20050609,  126,   76, 2495,    0,    0,   32,   82,    2
  260,20050610,   62,   37, 1874,    0,   -1,    3,   82,    6
  260,20050611,   49,   29, 1728,    0,   -1,   70,   81,    7
  260,20050612,   17,   10, 1221,   44,   52,   31,   82,    8
  260,20050613,   89,   53, 2060,    2,    2,   37,   83,    4
  260,20050614,  133,   80, 2768,    0,    0,   57,   81,    1
  260,20050615,   78,   47, 2099,    0,   -1,   56,   81,    4
  260,20050616,   55,   33, 1865,    0,   -1,   50,   80,    7
  260,20050617,    7,    4,  905,    2,    1,   56,   72,    8
  260,20050618,  130,   78, 2848,    0,    0,   32,   83,    2
  260,20050619,  153,   91, 2977,    0,    0,   75,   83,    0
  260,20050620,  133,   79, 2792,    0,    0,   60,   82,    3
  260,20050621,   79,   47, 2441,    0,    0,   50,   82,    4
  260,20050622,  124,   74, 2692,    0,    0,   33,   83,    1
  260,20050623,  135,   81, 2784,    0,    0,   61,   81,    2
  260,20050624,  117,   70, 2328,    0,    0,   58,   80,    2
  260,20050625,   20,   12,  961,   20,   28,   33,   75,    6
  260,20050626,  126,   75, 2806,    0,    0,   62,   82,    2
  260,20050627,  148,   88, 2872,    0,    0,   63,   83,    0
  260,20050628,  146,   87, 2890,    0,    0,   38,   83,    1
  260,20050629,   38,   23, 1823,   43,  108,   26,   80,    7
  260,20050630,   34,   20, 1366,   52,  174,    1,   77,    7
  260,20050701,   57,   34, 1488,    5,    2,    6,   80,    5
  260,20050702,    6,    4,  786,    2,    4,   50,   75,    8
  260,20050703,   71,   43, 2112,    0,    0,   34,   67,    5
  260,20050704,   43,   26,  952,   41,  335,   50,   75,    6
  260,20050705,   60,   36, 1405,    9,    4,   58,   80,    6
  260,20050706,   15,    9, 1112,   46,   79,   11,   75,    7
  260,20050707,   76,   46, 1784,    0,    0,   12,   82,    5
  260,20050708,    9,    5,  966,   34,   23,    1,   68,    7
  260,20050709,   86,   52, 2026,    0,    0,    2,   75,    4
  260,20050710,  121,   73, 2691,    0,    0,    1,   81,    3
  260,20050711,   72,   44, 2184,    0,    0,   65,   82,    7
  260,20050712,  112,   68, 2619,    0,    0,   38,   80,    3
  260,20050713,  106,   65, 2646,    0,    0,   37,   73,    3
  260,20050714,  124,   76, 2625,    0,    0,    3,   82,    2
  260,20050715,   61,   37, 1947,    0,    0,   50,   80,    4
  260,20050716,   82,   50, 2214,    0,    0,    4,   83,    4
  260,20050717,   42,   26, 1654,    0,    0,   50,   82,    5
  260,20050718,   55,   34, 1697,    9,   13,   44,   80,    5
  260,20050719,   54,   33, 1648,    7,   23,   57,   81,    7
  260,20050720,   61,   38, 1400,   17,   50,   59,   82,    6
  260,20050721,   24,   15,  662,    3,    1,   50,   75,    6
  260,20050722,    5,    3,  779,   27,   55,   50,   75,    8
  260,20050723,   36,   23, 1359,    0,   -1,   48,   76,    7
  260,20050724,    9,    6, 1141,   42,   34,   22,   70,    8
  260,20050725,   10,    6,  898,   52,  136,   22,   70,    7
  260,20050726,    4,    3,  991,    8,    6,   57,   82,    8
  260,20050727,    3,    2,  771,   60,   41,    0,   70,    8
  260,20050728,   47,   30, 1652,    4,    1,    1,   71,    6
  260,20050729,   30,   19, 1357,   40,  205,   10,   77,    7
  260,20050730,   75,   48, 1785,   52,  378,   17,   82,    6
  260,20050731,    2,    1,  593,   77,  195,   37,   75,    7
  260,20050801,   61,   39, 1715,    0,    0,   59,   81,    6
  260,20050802,  118,   76, 2200,    0,    0,    3,   82,    2
  260,20050803,   71,   46, 1525,   21,   37,   11,   82,    4
  260,20050804,  130,   85, 2323,    0,    0,   63,   81,    4
  260,20050805,    8,    5,  651,   50,   53,   32,   75,    6
  260,20050806,   75,   49, 1610,   10,   17,    5,   80,    4
  260,20050807,   95,   63, 2000,   33,  121,   10,   80,    6
  260,20050808,   39,   26, 1522,   16,   35,   57,   75,    7
  260,20050809,   41,   27, 1529,    0,    0,   70,   81,    7
  260,20050810,   40,   27, 1494,    3,    1,   68,   80,    7
  260,20050811,   29,   19,  973,    4,    1,   33,   75,    7
  260,20050812,   32,   21,  799,   55,  400,   20,   75,    6
  260,20050813,   37,   25, 1474,   19,    6,    2,   80,    7
  260,20050814,   55,   37, 1389,   52,  126,   27,   75,    7
  260,20050815,    2,    1,  606,    8,    1,   50,   75,    8
  260,20050816,   78,   53, 1917,    0,    0,    3,   81,    4
  260,20050817,  125,   86, 2279,    0,    0,    3,   76,    0
  260,20050818,  117,   80, 2154,    0,    0,   10,   71,    1
  260,20050819,   30,   21, 1075,    4,    1,   13,   75,    5
  260,20050820,    8,    6,  612,    9,    9,    1,   70,    8
  260,20050821,   68,   47, 1874,    0,    0,   22,   71,    6
  260,20050822,   46,   32, 1293,    0,    0,    1,   75,    5
  260,20050823,   31,   22,  878,   24,   10,    1,   75,    6
  260,20050824,   59,   42, 1571,    9,    8,    3,   80,    5
  260,20050825,   31,   22,  985,   72,  128,   31,   81,    7
  260,20050826,   64,   46, 1597,    2,    2,   59,   82,    6
  260,20050827,   16,   11, 1043,    0,   -1,    2,   80,    7
  260,20050828,  112,   81, 2027,    0,    0,    3,   81,    3
  260,20050829,  121,   87, 2017,    0,    0,   18,   80,    0
  260,20050830,  123,   89, 1997,    0,    0,    2,   80,    0
  260,20050831,  117,   85, 1955,    0,    0,   50,   80,    0
  260,20050901,   27,   20,  835,    5,    3,   28,   63,    5
  260,20050902,   46,   34, 1234,    0,    0,   11,   77,    4
  260,20050903,   54,   40, 1341,    0,    0,   12,   75,    4
  260,20050904,  122,   91, 1883,    0,    0,   57,   75,    0
  260,20050905,  125,   93, 1904,    0,    0,   56,   80,    1
  260,20050906,   80,   60, 1402,    0,    0,    5,   63,    3
  260,20050907,   78,   59, 1515,    0,    0,    1,   81,    3
  260,20050908,  105,   80, 1673,    0,    0,    2,   80,    1
  260,20050909,   25,   19, 1071,    8,    4,   20,   63,    7
  260,20050910,   63,   48, 1451,   25,  167,   12,   65,    6
  260,20050911,    0,    0,  370,   24,   45,    7,   50,    8
  260,20050912,   62,   48, 1218,    0,    0,   50,   81,    4
  260,20050913,   98,   76, 1554,    0,    0,    1,   81,    2
  260,20050914,   11,    9,  424,   11,    8,    9,   66,    6
  260,20050915,    4,    3,  370,  111,  171,    4,   69,    7
  260,20050916,   70,   55, 1274,   53,   54,   58,   80,    6
  260,20050917,   91,   72, 1435,    0,   -1,   25,   83,    2
  260,20050918,   92,   73, 1444,    0,    0,    4,   82,    2
  260,20050919,  112,   90, 1582,    0,    0,   10,   82,    0
  260,20050920,   91,   73, 1326,    0,    0,    1,   74,    1
  260,20050921,  100,   81, 1445,    0,    0,    1,   69,    1
  260,20050922,  106,   86, 1465,    0,    0,    1,   79,    0
  260,20050923,   85,   70, 1340,    0,    0,    7,   71,    3
  260,20050924,   46,   38,  972,    4,    4,    1,   80,    6
  260,20050925,   43,   36,  813,    1,    1,   50,   76,    5
  260,20050926,   26,   22,  705,   33,   58,   23,   81,    6
  260,20050927,    0,    0,  278,   14,    5,   37,   71,    7
  260,20050928,   83,   70, 1067,    4,   10,   57,   81,    5
  260,20050929,   61,   52,  909,   40,   51,   50,   76,    5
  260,20050930,    1,    1,  410,   48,   52,   13,   71,    8
  260,20051001,   52,   45,  935,   33,   40,   12,   78,    5
  260,20051002,   78,   67, 1133,   38,   99,    4,   80,    5
  260,20051003,   81,   70, 1063,    0,    0,    5,   83,    3
  260,20051004,   78,   68, 1037,    0,    0,   50,   80,    3
  260,20051005,   74,   65,  987,    0,    0,    5,   62,    2
  260,20051006,   30,   26,  585,    0,    0,    1,   50,    5
  260,20051007,   85,   75, 1044,    0,    0,    0,   60,    3
  260,20051008,   21,   19,  601,    0,    0,    1,   42,    6
